fold,fit_samples,heldout_samples,fit_bll,fit_fsrq,heldout_bll,heldout_fsrq,best_epoch_by_val_loss,best_val_loss,best_val_accuracy,best_val_auc,best_val_f1_weighted,heldout_accuracy,heldout_auc,heldout_f1_weighted,heldout_csv,best_model_path
1,1283,321,838,445,215,106,300,0.24779705703258514,0.885,0.9573809523809523,0.8821284952772842,0.9221183800623053,0.9626590609916631,0.9220241763676775,greedy_supervised_outputs/mccp_heldout_folds/greedy_supervised_holdout_fold_01_mccp.csv,greedy_supervised_outputs/mccp_fold_models/fold_01/final_best_by_val_loss.pt
2,1283,321,847,436,206,115,300,0.2501583993434906,0.885,0.9570238095238095,0.8828404921217354,0.9003115264797508,0.9672857745884339,0.9001150897470321,greedy_supervised_outputs/mccp_heldout_folds/greedy_supervised_holdout_fold_02_mccp.csv,greedy_supervised_outputs/mccp_fold_models/fold_02/final_best_by_val_loss.pt
3,1283,321,849,434,204,117,300,0.2390550971031189,0.885,0.9603571428571428,0.8828404921217354,0.9127725856697819,0.967026981732864,0.9129273475095178,greedy_supervised_outputs/mccp_heldout_folds/greedy_supervised_holdout_fold_03_mccp.csv,greedy_supervised_outputs/mccp_fold_models/fold_03/final_best_by_val_loss.pt
4,1283,321,833,450,220,101,300,0.2638533115386963,0.895,0.9598809523809523,0.8936384439359267,0.9190031152647975,0.958910891089109,0.9192152344230483,greedy_supervised_outputs/mccp_heldout_folds/greedy_supervised_holdout_fold_04_mccp.csv,greedy_supervised_outputs/mccp_fold_models/fold_04/final_best_by_val_loss.pt
5,1284,320,845,439,208,112,300,0.2559226155281067,0.885,0.9597619047619047,0.8828404921217354,0.903125,0.9662173763736264,0.9030239485541612,greedy_supervised_outputs/mccp_heldout_folds/greedy_supervised_holdout_fold_05_mccp.csv,greedy_supervised_outputs/mccp_fold_models/fold_05/final_best_by_val_loss.pt
