epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,valid_auc,valid_f1_weighted
1,0.7586730718612671,0.7511788010597229,0.34918160561184725,0.33,0.3282142857142857,0.19926653003990938
2,0.7440574765205383,0.7334691882133484,0.36399064692127825,0.335,0.46821428571428575,0.20895915678524374
3,0.7260339260101318,0.716320276260376,0.3803585346843336,0.34,0.6505952380952381,0.21853281853281853
4,0.7094789743423462,0.6995264291763306,0.39828526890101323,0.365,0.7969047619047619,0.26470323622026404
5,0.6911484003067017,0.6831458806991577,0.4302416212003118,0.425,0.8775,0.3653127014829143
6,0.6782212853431702,0.6671878099441528,0.48324240062353857,0.525,0.9217857142857142,0.5079824010056568
7,0.666084349155426,0.6516261100769043,0.5276695245518317,0.655,0.9420238095238095,0.6625442494539429
8,0.6533787846565247,0.6364473104476929,0.5814497272018706,0.765,0.9498809523809524,0.7746783671144936
9,0.636410653591156,0.6216977834701538,0.6703039750584567,0.855,0.9532142857142858,0.8601725123125901
10,0.6203241944313049,0.607273280620575,0.7131722525331254,0.86,0.9557142857142857,0.8643212744772651
11,0.6111928224563599,0.5932425856590271,0.7544816835541699,0.865,0.9576190476190476,0.8683112275069697
12,0.5981577634811401,0.5796417593955994,0.7848791893998441,0.88,0.9579761904761905,0.8823931623931623
13,0.5846776962280273,0.5665144920349121,0.8207326578332035,0.895,0.9584523809523808,0.8965475469412476
14,0.5727455615997314,0.5538026690483093,0.8441153546375681,0.895,0.9585714285714285,0.8965475469412476
15,0.556867778301239,0.5414290428161621,0.8628215120810601,0.9,0.9586904761904761,0.9012860618700035
16,0.545781135559082,0.5293546915054321,0.8721745908028059,0.895,0.9589285714285715,0.8961454545454545
17,0.5358481407165527,0.5175776481628418,0.8799688230709275,0.895,0.9585714285714285,0.8961454545454545
18,0.5265002250671387,0.506138026714325,0.8893219017926735,0.895,0.9586904761904762,0.8961454545454545
19,0.5145120620727539,0.4949401617050171,0.8901013250194856,0.895,0.9586904761904762,0.8961454545454545
20,0.5017800331115723,0.48402392864227295,0.8901013250194856,0.895,0.9585714285714285,0.8961454545454545
21,0.4926166534423828,0.47335731983184814,0.8893219017926735,0.895,0.9586904761904762,0.8961454545454545
22,0.4820653200149536,0.46290454268455505,0.8963367108339828,0.905,0.9583333333333333,0.9056440961521528
23,0.4712243378162384,0.4527248442173004,0.8877630553390491,0.905,0.9585714285714285,0.9056440961521528
24,0.4630070924758911,0.44278597831726074,0.8978955572876072,0.9,0.958452380952381,0.9004599599009318
25,0.45216232538223267,0.43312278389930725,0.8994544037412315,0.9,0.9585714285714286,0.9004599599009318
26,0.441558301448822,0.4237554967403412,0.8955572876071707,0.9,0.9588095238095238,0.9004599599009318
27,0.4357253611087799,0.4146871268749237,0.8901013250194856,0.9,0.9586904761904762,0.9004599599009318
28,0.4239117205142975,0.4059072732925415,0.9010132501948558,0.905,0.9586904761904762,0.9052223110874137
29,0.4151136577129364,0.3974238336086273,0.8994544037412315,0.905,0.9588095238095238,0.9052223110874137
30,0.41179341077804565,0.38926246762275696,0.8986749805144193,0.905,0.9589285714285715,0.9052223110874137
31,0.3999471664428711,0.3813846707344055,0.8955572876071707,0.905,0.9588095238095238,0.9052223110874137
32,0.3910442590713501,0.37379539012908936,0.8986749805144193,0.905,0.959047619047619,0.9052223110874137
33,0.38515812158584595,0.3665148615837097,0.897116134060795,0.9,0.9588095238095238,0.9
34,0.3741176724433899,0.3595340847969055,0.8986749805144193,0.9,0.9589285714285715,0.9
