epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,valid_auc,valid_f1_weighted
1,1.0574795007705688,1.0984033346176147,0.23208722741433022,0.195,0.05369047619047619,0.09790794979079498
2,1.0478787422180176,1.0814870595932007,0.22975077881619937,0.22,0.05678571428571429,0.10819672131147541
3,1.040694236755371,1.0647059679031372,0.25,0.255,0.059404761904761905,0.12191235059760958
4,1.0169689655303955,1.048081874847412,0.2515576323987539,0.28,0.06202380952380953,0.13125
5,0.9966569542884827,1.0316194295883179,0.26479750778816197,0.3,0.06500000000000002,0.13846153846153847
6,0.9841380715370178,1.015322208404541,0.2819314641744548,0.3,0.06797619047619048,0.13846153846153847
7,0.967616856098175,0.9991975426673889,0.29906542056074764,0.3,0.07357142857142858,0.13846153846153847
8,0.9615039229393005,0.9832478165626526,0.29127725856697817,0.3,0.08023809523809525,0.13846153846153847
9,0.9477974772453308,0.9674757122993469,0.3014018691588785,0.3,0.0905952380952381,0.13846153846153847
10,0.9271190762519836,0.9519004821777344,0.31697819314641745,0.3,0.09952380952380953,0.13846153846153847
11,0.9124451875686646,0.9365277886390686,0.31931464174454827,0.3,0.11190476190476191,0.13846153846153847
12,0.9019439816474915,0.9213447570800781,0.3263239875389408,0.3,0.12785714285714286,0.13846153846153847
13,0.8878339529037476,0.9063568711280823,0.32242990654205606,0.3,0.14571428571428574,0.13846153846153847
14,0.8738781809806824,0.891570508480072,0.3294392523364486,0.3,0.16738095238095238,0.13846153846153847
15,0.8627493381500244,0.8769975304603577,0.3348909657320872,0.3,0.19428571428571428,0.13846153846153847
16,0.8465617895126343,0.8626629710197449,0.3395638629283489,0.3,0.22642857142857142,0.13846153846153847
17,0.8342796564102173,0.848538339138031,0.34034267912772587,0.3,0.2677380952380952,0.13846153846153847
18,0.817062258720398,0.8346624970436096,0.3411214953271028,0.3,0.30833333333333335,0.13846153846153847
19,0.8037708401679993,0.8210264444351196,0.338006230529595,0.3,0.3567857142857143,0.13846153846153847
20,0.7890082597732544,0.8076569437980652,0.338785046728972,0.3,0.40773809523809523,0.13846153846153847
21,0.7794390916824341,0.7945451140403748,0.3411214953271028,0.3,0.46,0.13846153846153847
22,0.7705703973770142,0.7816785573959351,0.3442367601246106,0.3,0.5148809523809523,0.13846153846153847
23,0.7546207904815674,0.7690719366073608,0.34968847352024923,0.3,0.565952380952381,0.13846153846153847
24,0.7425171136856079,0.7567177414894104,0.35514018691588783,0.3,0.6141666666666667,0.13846153846153847
25,0.7353465557098389,0.7446269392967224,0.3590342679127726,0.3,0.656547619047619,0.13846153846153847
26,0.7205877304077148,0.7328130602836609,0.37772585669781933,0.305,0.6963095238095238,0.1489252170103234
27,0.7138787508010864,0.7212440967559814,0.382398753894081,0.305,0.7426190476190476,0.1489252170103234
28,0.7015306949615479,0.7099451422691345,0.40264797507788164,0.315,0.7810714285714286,0.16944845038230252
29,0.6893404126167297,0.6989113092422485,0.42133956386292837,0.315,0.8171428571428572,0.16944845038230252
30,0.6803414225578308,0.6881325244903564,0.4470404984423676,0.335,0.8475,0.20895915678524374
31,0.6720851063728333,0.6776114702224731,0.48052959501557635,0.375,0.8740476190476191,0.2883541715813478
32,0.6572705507278442,0.6673529148101807,0.5101246105919003,0.43,0.9032142857142856,0.37758620689655176
33,0.6520014405250549,0.6573671102523804,0.5264797507788161,0.52,0.921547619047619,0.5041302381670184
34,0.6419923901557922,0.6476309299468994,0.5708722741433022,0.635,0.9316666666666666,0.6408427064806231
35,0.6364818811416626,0.6381396651268005,0.5989096573208723,0.71,0.9402380952380952,0.720353982300885
36,0.6229778528213501,0.6289021968841553,0.6534267912772586,0.75,0.9464285714285714,0.7600659046442179
37,0.618148684501648,0.6199203729629517,0.6900311526479751,0.795,0.9485714285714285,0.8035490550706403
38,0.6056289076805115,0.6111747622489929,0.7328660436137072,0.85,0.9513095238095238,0.8556789990292308
39,0.598585307598114,0.6026775240898132,0.7570093457943925,0.865,0.9522619047619048,0.869815787325515
40,0.5922374129295349,0.5944122076034546,0.7858255451713395,0.87,0.9530952380952381,0.8742857142857143
41,0.5872053503990173,0.5863849520683289,0.7975077881619937,0.88,0.9544047619047619,0.8837039495519415
42,0.573764979839325,0.5785790085792542,0.8200934579439252,0.89,0.9548809523809525,0.8931372549019607
43,0.5691807866096497,0.5710102319717407,0.82398753894081,0.91,0.9554761904761906,0.9120759837177748
44,0.5587247610092163,0.5636637806892395,0.8520249221183801,0.91,0.9553571428571428,0.9117948717948718
45,0.5585944056510925,0.5565358400344849,0.8566978193146417,0.91,0.955595238095238,0.9117948717948718
46,0.5498361587524414,0.549619734287262,0.8590342679127726,0.915,0.9557142857142856,0.9165536771646786
47,0.5400252342224121,0.5429006814956665,0.8644859813084113,0.92,0.955952380952381,0.9213235294117647
48,0.539311408996582,0.5363879203796387,0.8566978193146417,0.92,0.9563095238095237,0.9213235294117647
49,0.5316314101219177,0.5300718545913696,0.8730529595015576,0.915,0.9563095238095237,0.9162527760952958
50,0.5196454524993896,0.5239442586898804,0.8785046728971962,0.905,0.9567857142857142,0.9060363636363635
51,0.5143201351165771,0.5179972648620605,0.8870716510903427,0.905,0.9571428571428572,0.9060363636363635
52,0.512475311756134,0.5122266411781311,0.8870716510903427,0.9,0.9569047619047618,0.9008882655446471
53,0.5089064836502075,0.5066236257553101,0.883177570093458,0.9,0.9574999999999999,0.9008882655446471
54,0.4979144334793091,0.501181423664093,0.8956386292834891,0.9,0.9576190476190476,0.9008882655446471
55,0.4970736801624298,0.4959009289741516,0.8956386292834891,0.9,0.9580952380952381,0.9008882655446471
56,0.4903956651687622,0.4907693862915039,0.8948598130841121,0.9,0.9583333333333333,0.9008882655446471
57,0.48562270402908325,0.48579123616218567,0.8964174454828661,0.9,0.958452380952381,0.9008882655446471
58,0.48376569151878357,0.4809609353542328,0.9026479750778816,0.9,0.9582142857142857,0.9004599599009318
59,0.4797690808773041,0.47627121210098267,0.8979750778816199,0.905,0.9582142857142857,0.9052223110874137
60,0.4719622731208801,0.4717142879962921,0.9010903426791277,0.905,0.9582142857142857,0.9052223110874137
61,0.46505507826805115,0.4672892689704895,0.9042056074766355,0.9,0.958452380952381,0.9
62,0.4588543176651001,0.462990939617157,0.9065420560747663,0.9,0.9586904761904762,0.9
63,0.45833560824394226,0.45881158113479614,0.9042056074766355,0.9,0.9589285714285714,0.9
64,0.45897430181503296,0.4547460973262787,0.9049844236760125,0.9,0.9588095238095238,0.9
65,0.4513537585735321,0.450788676738739,0.9034267912772586,0.9,0.9588095238095238,0.9
66,0.445880651473999,0.4469408690929413,0.9026479750778816,0.9,0.9589285714285714,0.9
67,0.445169597864151,0.4432002604007721,0.9065420560747663,0.895,0.9586904761904762,0.8947456562696253
68,0.4389054775238037,0.43956154584884644,0.9065420560747663,0.895,0.9585714285714286,0.8947456562696253
69,0.4334050714969635,0.43602102994918823,0.9112149532710281,0.895,0.9585714285714286,0.8947456562696253
70,0.43165886402130127,0.43257424235343933,0.9057632398753894,0.895,0.9585714285714286,0.8947456562696253
71,0.4314662218093872,0.42922207713127136,0.9073208722741433,0.895,0.958452380952381,0.8947456562696253
72,0.43185409903526306,0.425959974527359,0.9049844236760125,0.895,0.9585714285714286,0.8947456562696253
73,0.4219605624675751,0.4227824807167053,0.9065420560747663,0.895,0.9585714285714286,0.8947456562696253
74,0.42071494460105896,0.41968482732772827,0.9042056074766355,0.895,0.9586904761904762,0.8947456562696253
75,0.4186144769191742,0.41666749119758606,0.9042056074766355,0.895,0.9586904761904762,0.8947456562696253
76,0.4144332706928253,0.41372907161712646,0.9080996884735203,0.895,0.9586904761904762,0.8947456562696253
77,0.4127892851829529,0.41086357831954956,0.9073208722741433,0.895,0.9585714285714286,0.8947456562696253
78,0.40951651334762573,0.4080692529678345,0.9065420560747663,0.895,0.9585714285714286,0.8947456562696253
79,0.40625542402267456,0.4053424000740051,0.8987538940809969,0.895,0.958452380952381,0.8947456562696253
80,0.40487200021743774,0.4026826024055481,0.9135514018691588,0.895,0.958452380952381,0.8947456562696253
81,0.4004840850830078,0.400083988904953,0.9127725856697819,0.895,0.958452380952381,0.8947456562696253
82,0.40026789903640747,0.39754775166511536,0.910436137071651,0.895,0.958452380952381,0.8947456562696253
83,0.39668285846710205,0.3950735032558441,0.9065420560747663,0.895,0.958452380952381,0.8947456562696253
84,0.3932018280029297,0.3926578164100647,0.9080996884735203,0.895,0.958452380952381,0.8947456562696253
85,0.3945498764514923,0.3902978003025055,0.911993769470405,0.895,0.9585714285714285,0.8947456562696253
86,0.3891902565956116,0.3879930078983307,0.910436137071651,0.895,0.9585714285714286,0.8947456562696253
87,0.3872523903846741,0.38574162125587463,0.9080996884735203,0.89,0.9585714285714286,0.8894578675321554
88,0.38445228338241577,0.3835391104221344,0.9096573208722741,0.89,0.9585714285714286,0.8894578675321554
89,0.3820052146911621,0.3813875615596771,0.9073208722741433,0.89,0.9585714285714286,0.8894578675321554
90,0.3751998245716095,0.37927958369255066,0.9088785046728972,0.89,0.9585714285714286,0.8894578675321554
91,0.377248615026474,0.3772166967391968,0.9073208722741433,0.89,0.9585714285714286,0.8894578675321554
92,0.3799525797367096,0.37520062923431396,0.9042056074766355,0.89,0.9585714285714286,0.8894578675321554
93,0.3759422302246094,0.3732284605503082,0.9073208722741433,0.89,0.9585714285714286,0.8894578675321554
94,0.3754578232765198,0.3712969124317169,0.9112149532710281,0.89,0.9585714285714286,0.8894578675321554
95,0.36897557973861694,0.3694052994251251,0.9112149532710281,0.89,0.9585714285714286,0.8894578675321554
96,0.371799498796463,0.36755239963531494,0.9042056074766355,0.89,0.9585714285714286,0.8894578675321554
97,0.3651447594165802,0.36573806405067444,0.9135514018691588,0.89,0.9585714285714286,0.8894578675321554
98,0.3639557957649231,0.3639615774154663,0.9080996884735203,0.89,0.9586904761904762,0.8894578675321554
99,0.3684963881969452,0.36222100257873535,0.910436137071651,0.89,0.9586904761904762,0.8894578675321554
100,0.3674437403678894,0.3605167269706726,0.9065420560747663,0.89,0.9586904761904762,0.8894578675321554
101,0.36076855659484863,0.35884711146354675,0.910436137071651,0.89,0.9586904761904762,0.8894578675321554
102,0.36083561182022095,0.35721224546432495,0.9057632398753894,0.895,0.9586904761904762,0.8942103832563197
103,0.35997235774993896,0.3556097447872162,0.9073208722741433,0.895,0.9586904761904762,0.8942103832563197
104,0.35006916522979736,0.3540375530719757,0.9135514018691588,0.895,0.9586904761904762,0.8942103832563197
105,0.35205909609794617,0.35249534249305725,0.9073208722741433,0.895,0.9588095238095238,0.8942103832563197
106,0.3517153263092041,0.35098162293434143,0.9096573208722741,0.895,0.9588095238095238,0.8942103832563197
