fold,fit_samples,heldout_samples,fit_bll,fit_fsrq,heldout_bll,heldout_fsrq,best_epoch_by_val_loss,best_val_loss,best_val_accuracy,best_val_auc,best_val_f1_weighted,heldout_accuracy,heldout_auc,heldout_f1_weighted,heldout_csv,best_model_path
1,1283,321,838,445,215,106,1500,0.24647440016269684,0.885,0.9539285714285715,0.8828404921217354,0.9158878504672897,0.9606406318560773,0.9159872640193819,ssl_contrastive_outputs/mccp_heldout_folds/ssl_contrastive_holdout_fold_01_mccp.csv,ssl_contrastive_outputs/mccp_fold_models/fold_01/ssl_classifier_best_by_val_loss.pt
2,1283,321,847,436,206,115,1474,0.2439262568950653,0.895,0.9546428571428571,0.8936384439359267,0.8940809968847352,0.9644153651329674,0.8942792052799678,ssl_contrastive_outputs/mccp_heldout_folds/ssl_contrastive_holdout_fold_02_mccp.csv,ssl_contrastive_outputs/mccp_fold_models/fold_02/ssl_classifier_best_by_val_loss.pt
3,1283,321,849,434,204,117,1500,0.23440860211849213,0.895,0.9604761904761905,0.8930282754154975,0.9252336448598131,0.9643455672867438,0.925366297865301,ssl_contrastive_outputs/mccp_heldout_folds/ssl_contrastive_holdout_fold_03_mccp.csv,ssl_contrastive_outputs/mccp_fold_models/fold_03/ssl_classifier_best_by_val_loss.pt
4,1283,321,833,450,220,101,1500,0.24808259308338165,0.89,0.9541666666666667,0.8882591093117409,0.9190031152647975,0.958910891089109,0.9192152344230483,ssl_contrastive_outputs/mccp_heldout_folds/ssl_contrastive_holdout_fold_04_mccp.csv,ssl_contrastive_outputs/mccp_fold_models/fold_04/ssl_classifier_best_by_val_loss.pt
5,1284,320,845,439,208,112,1500,0.24879585206508636,0.875,0.9533333333333334,0.8718787992144393,0.896875,0.9636847527472527,0.8965442391386518,ssl_contrastive_outputs/mccp_heldout_folds/ssl_contrastive_holdout_fold_05_mccp.csv,ssl_contrastive_outputs/mccp_fold_models/fold_05/ssl_classifier_best_by_val_loss.pt
