alpha,n_cal,qhat_BLL,qhat_FSRQ
0.01,1604,0.90890765190124523,0.97549280337989341
0.029600000000000001,1604,0.72145086526870728,0.91555646061897278
0.049200000000000001,1604,0.58839976787567139,0.85687479376792908
0.0688,1604,0.50624680519104004,0.79049918055534374
0.088399999999999992,1604,0.41281917691230774,0.68656888604164124
0.10000000000000001,1604,0.36351805925369263,0.64960634708404541
0.108,1604,0.33755180239677429,0.61081978678703308
0.12759999999999999,1604,0.27767756581306458,0.51522508263587952
0.1472,1604,0.22745274007320404,0.43768668174743652
0.1668,1604,0.19945354759693146,0.36196798086166382
0.18640000000000001,1604,0.17002472281455994,0.32909542322158813
0.20600000000000002,1604,0.14402377605438232,0.30322545766830444
0.22559999999999999,1604,0.12871597707271576,0.26485013961791992
0.2452,1604,0.11000186204910278,0.23834872245788574
0.26479999999999998,1604,0.098991110920905956,0.22033637762069702
0.28439999999999999,1604,0.089044429361820221,0.20042318105697632
0.30399999999999999,1604,0.081900618970394023,0.18288141489028931
0.3236,1604,0.070401683449745178,0.16815793514251709
0.34320000000000001,1604,0.064029060304164775,0.15513414144515991
0.36280000000000001,1604,0.058203786611557007,0.14471566677093506
0.38240000000000002,1604,0.05127330869436264,0.13721734285354614
0.40200000000000002,1604,0.048019785434007645,0.12780278921127319
0.42159999999999997,1604,0.044854570180177578,0.11530494689941406
0.44119999999999998,1604,0.040398135781288036,0.10920476913452148
0.46079999999999999,1604,0.036017339676618576,0.099583804607391357
0.48039999999999999,1604,0.031935710459947586,0.090965867042541615
0.5,1604,0.029656285420060158,0.086713850498199574
0.51959999999999995,1604,0.026113063097000011,0.082047879695892445
0.53920000000000001,1604,0.023925388231873623,0.076678991317749023
0.55879999999999996,1604,0.021142030134797207,0.070050358772277832
0.57840000000000003,1604,0.018995774909854046,0.063360691070556641
0.59799999999999998,1604,0.017020376399159431,0.059378206729888805
0.61760000000000004,1604,0.015648839995265007,0.054456353187561035
0.63719999999999999,1604,0.013809826225042454,0.052571773529052845
0.65679999999999994,1604,0.011728478595614433,0.050177097320556641
0.6764,1604,0.010170848108827957,0.046670436859130748
0.69599999999999995,1604,0.0085143577307463802,0.044409394264221191
0.71560000000000001,1604,0.0075084702111779533,0.041156530380249023
0.73519999999999996,1604,0.0067815952934323631,0.03933560848236084
0.75480000000000003,1604,0.0057358159683643661,0.036749243736267201
0.77439999999999998,1604,0.004972587339579948,0.034654736518859974
0.79400000000000004,1604,0.0039723017252981663,0.030080378055572399
0.81359999999999999,1604,0.0033648100215941668,0.027644634246826172
0.83319999999999994,1604,0.002722893375903368,0.024789929389953613
0.8528,1604,0.0022350396029652275,0.022494733333587646
0.87239999999999995,1604,0.0017301851185039796,0.018736004829406849
0.89200000000000002,1604,0.0012281815288588405,0.015372574329376221
0.91159999999999997,1604,0.00087801017798483372,0.011923074722290039
0.93120000000000003,1604,0.00064365798607479707,0.0098328590393066406
0.95079999999999998,1604,0.00035150325857102871,0.0073761940002440296
0.97039999999999993,1604,0.00019858180894516408,0.0053781270980836071
0.98999999999999999,1604,6.184049561841487e-05,0.0025948882102966309
