epoch,train_loss,valid_loss,train_accuracy,valid_accuracy
84,0.6596577420238396,0.6386135816574097,0.6192517537022604,0.6575
85,0.659616462903755,0.6386556029319763,0.6188620420888542,0.6575
86,0.6595549110035737,0.6385441422462463,0.61730319563523,0.66
87,0.6595342505377713,0.6384960412979126,0.6165237724084178,0.6575
88,0.6595259100221974,0.6385449767112732,0.6180826188620421,0.66
89,0.6594893249885606,0.6387438774108887,0.6188620420888542,0.6625
90,0.6594630126272991,0.639011800289154,0.6192517537022604,0.6625
91,0.6594546927387419,0.6393046975135803,0.6208106001558846,0.6675
92,0.6594810766441601,0.6395859718322754,0.6200311769290725,0.67
93,0.659554007038509,0.6397481560707092,0.622759158222915,0.6725
94,0.6595661005096703,0.6395724415779114,0.6231488698363211,0.6725
95,0.659440379493978,0.6390511393547058,0.6231488698363211,0.665
96,0.6592810467547583,0.6384509205818176,0.6212003117692907,0.6625
97,0.6591804424302241,0.6379561424255371,0.6204208885424786,0.6575
98,0.6591620359305562,0.637647807598114,0.617692907248636,0.6575
99,0.6591586395343206,0.6375524401664734,0.617692907248636,0.6575
100,0.6591725696461886,0.6376197934150696,0.6180826188620421,0.66
