epoch,train_loss,valid_loss,train_accuracy,valid_accuracy
1,0.7004200250305241,0.6955004334449768,0.455962587685113,0.55
2,0.693854343212868,0.6885945200920105,0.5218238503507404,0.585
3,0.6881508897824484,0.6822718977928162,0.5720966484801248,0.5975
4,0.6829046683671971,0.6764789819717407,0.5993764614185503,0.6225
5,0.6783448163178964,0.6712303757667542,0.6110678098207326,0.6375
6,0.6744548001516079,0.666565477848053,0.613016367887763,0.6425
7,0.6708380074958177,0.6624476909637451,0.6161340607950117,0.6525
8,0.6680208708007913,0.6588025093078613,0.6192517537022604,0.655
9,0.6655056335827566,0.6556074619293213,0.6204208885424786,0.66
10,0.663336115801418,0.6527679562568665,0.6235385814497272,0.6625
11,0.6617323728343609,0.650216817855835,0.6231488698363211,0.6675
12,0.6604266765520894,0.648017406463623,0.6239282930631332,0.67
13,0.659232900510611,0.6461837887763977,0.6278254091971941,0.675
14,0.6582159005564261,0.644660472869873,0.6293842556508183,0.68
15,0.6576110973826443,0.6434481143951416,0.6309431021044427,0.675
16,0.6571159407391923,0.6424835324287415,0.6313328137178488,0.675
17,0.6567940627887485,0.6416938900947571,0.6336710833982853,0.67
18,0.6565550085351696,0.6410230398178101,0.6352299298519096,0.6675
19,0.6564528381833785,0.6404315233230591,0.6344505066250974,0.6725
20,0.6563748366555848,0.6399449110031128,0.6336710833982853,0.6725
21,0.6562553941971235,0.6394941806793213,0.6344505066250974,0.6725
22,0.6561734503075561,0.6390816569328308,0.6336710833982853,0.67
23,0.6559804926974088,0.6387102007865906,0.6348402182385036,0.6725
24,0.6558855682355951,0.6383718252182007,0.6356196414653157,0.6675
25,0.6558263299526503,0.6381612420082092,0.6360093530787218,0.6675
26,0.6556625224051769,0.6380264163017273,0.6356196414653157,0.665
27,0.6555799147809565,0.6380088329315186,0.6348402182385036,0.665
28,0.6554458385227439,0.6381098031997681,0.6352299298519096,0.67
29,0.6552274250835529,0.6382584571838379,0.6356196414653157,0.6725
30,0.6550286170196831,0.6384771466255188,0.6360093530787218,0.675
31,0.6549592714056965,0.6387155652046204,0.6367887763055339,0.675
32,0.6548389837041276,0.6388555765151978,0.6371784879189399,0.675
33,0.6547832653007745,0.6389343738555908,0.6360093530787218,0.6775
34,0.6547697744421539,0.638944149017334,0.6363990646921278,0.68
35,0.6547275024378383,0.6387667059898376,0.6371784879189399,0.6825
36,0.6545826142315556,0.6384895443916321,0.6371784879189399,0.68
37,0.6544402401984342,0.6381785869598389,0.6379579111457522,0.6775
38,0.6542841500355132,0.6378870606422424,0.6360093530787218,0.6725
39,0.6541699581748326,0.6376621127128601,0.6356196414653157,0.6725
40,0.6541679721740847,0.6375405788421631,0.6328916601714731,0.675
41,0.6540632006347133,0.6375065445899963,0.6336710833982853,0.6725
42,0.6539648425179538,0.6374882459640503,0.6344505066250974,0.6725
43,0.6539066033445107,0.6374918222427368,0.6352299298519096,0.6725
44,0.6538054923572674,0.6374329924583435,0.6360093530787218,0.675
45,0.6537214849762683,0.6373483538627625,0.6379579111457522,0.675
46,0.6536755763917627,0.6371985077857971,0.6395167575993764,0.675
47,0.6535820597702883,0.6369717121124268,0.6391270459859704,0.675
48,0.6534996177196875,0.636742353439331,0.6395167575993764,0.675
49,0.653378283615142,0.6364868879318237,0.6395167575993764,0.6775
50,0.6533152961861037,0.6362493634223938,0.6387373343725643,0.6775
51,0.6533032871742129,0.6361076235771179,0.6363990646921278,0.6825
52,0.6533662024086933,0.6359844207763672,0.6352299298519096,0.6825
53,0.653403655356573,0.6359015107154846,0.6348402182385036,0.68
54,0.6534130801842348,0.6358323693275452,0.6356196414653157,0.6825
55,0.6533076464432994,0.6357935070991516,0.6375681995323461,0.68
56,0.653151914279905,0.6358993053436279,0.6379579111457522,0.68
57,0.6530031203201574,0.6361618041992188,0.6363990646921278,0.6775
58,0.6527803852422481,0.6364282965660095,0.6387373343725643,0.6775
59,0.6527501760473124,0.6366432309150696,0.6399064692127825,0.675
60,0.6526788975332086,0.636670708656311,0.6391270459859704,0.675
61,0.6526114650285532,0.636637270450592,0.6387373343725643,0.675
62,0.6525400976881978,0.6366603970527649,0.6383476227591582,0.675
63,0.6524920972733412,0.6366490125656128,0.6387373343725643,0.675
64,0.6524465337732483,0.6365630626678467,0.6387373343725643,0.675
65,0.6523737982670405,0.636393129825592,0.6387373343725643,0.6825
