epoch,train_loss,valid_loss,train_accuracy,valid_accuracy
1,0.6858028797345741,0.6777290105819702,0.5112928348909658,0.5425
2,0.6818388048733506,0.6736701130867004,0.5471183800623053,0.5675
3,0.678646361902124,0.6700971722602844,0.5845015576323987,0.615
4,0.6757992687997788,0.6669542789459229,0.6078660436137072,0.6375
5,0.6736890541801571,0.6641684770584106,0.6156542056074766,0.635
6,0.6718766317932033,0.6617657542228699,0.6207165109034268,0.6375
7,0.6703501245314458,0.6596903204917908,0.6226635514018691,0.6375
8,0.6689260277049935,0.6578609347343445,0.6218847352024922,0.6375
9,0.6678420659908996,0.6561880707740784,0.6214953271028038,0.635
10,0.6667961463378598,0.6547614336013794,0.6218847352024922,0.64
11,0.6657256114520016,0.6536229848861694,0.6238317757009346,0.655
12,0.6648863780535641,0.6527458429336548,0.6211059190031153,0.66
13,0.6643227015700296,0.6521034836769104,0.6214953271028038,0.6725
14,0.6638168898698326,0.6516734957695007,0.6195482866043613,0.67
15,0.6636413437926509,0.6513128876686096,0.6179906542056075,0.6625
16,0.6633620642798712,0.6509466767311096,0.618380062305296,0.665
17,0.6631188899557167,0.6504831910133362,0.6191588785046729,0.6675
18,0.6628839119201138,0.6499423980712891,0.6195482866043613,0.67
19,0.662677640112761,0.6493423581123352,0.6199376947040498,0.6675
20,0.6624715005125955,0.6488044261932373,0.6195482866043613,0.67
21,0.6624456317253945,0.6484988927841187,0.6218847352024922,0.6675
22,0.6623060304056447,0.648348331451416,0.6226635514018691,0.6675
23,0.6622619203689314,0.6482776403427124,0.6214953271028038,0.6675
24,0.6621782746270438,0.6483073234558105,0.6214953271028038,0.665
25,0.6620732189338898,0.6483550071716309,0.6218847352024922,0.665
26,0.66198472794714,0.6484375596046448,0.6234423676012462,0.67
27,0.6618496506384971,0.6485354900360107,0.6246105919003115,0.665
28,0.6616896572885483,0.6486546993255615,0.6234423676012462,0.6675
29,0.6614928395948677,0.6488337516784668,0.6269470404984424,0.665
30,0.661281507891658,0.6490973830223083,0.6246105919003115,0.6675
31,0.6610744638235027,0.6494048237800598,0.6269470404984424,0.6625
32,0.6610118772753303,0.6497510671615601,0.6257788161993769,0.66
33,0.6609040268485048,0.6499852538108826,0.6234423676012462,0.6675
34,0.66081836568975,0.6500750780105591,0.6226635514018691,0.6675
35,0.6607078854168686,0.6501057147979736,0.6234423676012462,0.6675
36,0.6606264975954811,0.6500923037528992,0.6238317757009346,0.67
37,0.6605019248163218,0.6499601006507874,0.6234423676012462,0.67
38,0.6603888260241239,0.6499267816543579,0.6226635514018691,0.67
39,0.6602503074292453,0.6500112414360046,0.6226635514018691,0.67
40,0.6601511802628776,0.6500744819641113,0.6234423676012462,0.665
41,0.6600570073380277,0.6502259969711304,0.6242211838006231,0.665
42,0.65999262819409,0.650453507900238,0.625,0.665
43,0.6599096969652027,0.6505239009857178,0.625,0.665
44,0.6598347332618689,0.6504915356636047,0.625,0.665
45,0.6597363341634519,0.6503370404243469,0.625,0.665
46,0.6596296949549999,0.6501865386962891,0.6257788161993769,0.665
47,0.6595619668098996,0.6499791145324707,0.6261682242990654,0.6675
48,0.6594869808244557,0.6497242450714111,0.6261682242990654,0.6675
49,0.6594987164405276,0.6495129466056824,0.6257788161993769,0.665
50,0.6594756377448917,0.6494924426078796,0.6253894080996885,0.665
51,0.6594381339824831,0.6495993137359619,0.6253894080996885,0.6675
52,0.6593285589203285,0.6496739983558655,0.6261682242990654,0.67
53,0.6592335892243548,0.6496996879577637,0.6269470404984424,0.67
54,0.6591199528762485,0.6497073173522949,0.6265576323987538,0.6675
55,0.658993753688729,0.6497765183448792,0.6257788161993769,0.6675
56,0.6589303605281676,0.6499015688896179,0.6242211838006231,0.6675
57,0.6588203167989618,0.6500139832496643,0.625,0.665
58,0.658739229971746,0.6501550078392029,0.6242211838006231,0.665
59,0.6586638430940028,0.6503958702087402,0.6230529595015576,0.665
60,0.6586325881637145,0.6506202220916748,0.6218847352024922,0.6625
61,0.6585645731364456,0.6507053971290588,0.6222741433021807,0.6625
62,0.6585160499421235,0.6507211923599243,0.6222741433021807,0.6625
63,0.6584609925189865,0.6507059335708618,0.6222741433021807,0.6625
64,0.6584080676794795,0.6506307125091553,0.6230529595015576,0.66
65,0.6584067103276,0.6506249904632568,0.6230529595015576,0.66
66,0.6583564793952158,0.650726854801178,0.6238317757009346,0.6625
67,0.6582768954963327,0.6505222916603088,0.6246105919003115,0.6625
68,0.658156805135008,0.6502401828765869,0.625,0.6625
69,0.6580434616109664,0.6500077843666077,0.6246105919003115,0.665
70,0.6581289747793726,0.6498541235923767,0.6246105919003115,0.6675
71,0.6581550641594646,0.6498413681983948,0.6253894080996885,0.6675
72,0.6581246791598953,0.6499441266059875,0.6261682242990654,0.665
73,0.6580652076507283,0.6501189470291138,0.6269470404984424,0.6575
74,0.6579269271030604,0.6501685976982117,0.6265576323987538,0.6575
75,0.6578037619962128,0.6502090692520142,0.6273364485981309,0.6575
76,0.6577743906469732,0.6503446698188782,0.6265576323987538,0.655
77,0.6576963236027418,0.6504113674163818,0.6253894080996885,0.6575
78,0.6576652523141784,0.650473415851593,0.6261682242990654,0.66
79,0.6576377680739881,0.6505516767501831,0.6253894080996885,0.66
80,0.6575801021584841,0.6506576538085938,0.6261682242990654,0.66
81,0.6575473415145993,0.6507309079170227,0.6257788161993769,0.66
82,0.657498876439448,0.6508203148841858,0.6257788161993769,0.66
83,0.6574804459776834,0.6508936285972595,0.6261682242990654,0.66
84,0.6574166422692415,0.6510303616523743,0.6261682242990654,0.6575
85,0.6573448454108194,0.6511663198471069,0.6261682242990654,0.655
86,0.6572789893343441,0.6513115167617798,0.6261682242990654,0.655
87,0.6572143862551989,0.6514631509780884,0.6257788161993769,0.655
88,0.65716076342859,0.6516420841217041,0.6253894080996885,0.655
89,0.6571250164248862,0.6517705321311951,0.6253894080996885,0.655
90,0.6570654730559138,0.6519173979759216,0.6261682242990654,0.655
91,0.6570357282956442,0.6521868705749512,0.6257788161993769,0.6575
92,0.6570351439473042,0.6524395942687988,0.6253894080996885,0.6575
93,0.6569742101746556,0.6524419188499451,0.625,0.6575
94,0.6569332157340005,0.6524271368980408,0.6261682242990654,0.66
95,0.6568748572162378,0.6525005102157593,0.6265576323987538,0.6575
96,0.656842832253358,0.6525696516036987,0.6261682242990654,0.655
97,0.6568389007606982,0.652751624584198,0.6261682242990654,0.655
98,0.6567301467943043,0.6530601382255554,0.6257788161993769,0.655
99,0.6566927535140255,0.653351902961731,0.6246105919003115,0.66
100,0.656676601955081,0.6536335945129395,0.6226635514018691,0.6625
