epoch,train_loss,valid_loss,train_accuracy,valid_accuracy
1,0.7082148200817063,0.6979037523269653,0.46492595479345283,0.4675
2,0.7015645831056805,0.6914023756980896,0.47817614964925953,0.4925
3,0.6960517671641575,0.6855370998382568,0.5023382696804365,0.56
4,0.6909350801610612,0.680188000202179,0.5202650038971162,0.5775
5,0.6866979664968311,0.6752536296844482,0.5432579890880749,0.6
6,0.6826503227580272,0.6706991791725159,0.5666406858924395,0.6325
7,0.6792097510254578,0.6665350198745728,0.5826188620420889,0.665
8,0.6761334189101299,0.6627228260040283,0.5962587685113017,0.6525
9,0.6732668280601501,0.6592164635658264,0.6040530007794233,0.655
10,0.6708276700620436,0.6560142636299133,0.6098986749805144,0.665
11,0.6686614304897103,0.6531590223312378,0.617692907248636,0.6725
12,0.6667703375255142,0.6505884528160095,0.6235385814497272,0.6675
13,0.6650416758593785,0.6482618451118469,0.627045985970382,0.67
14,0.6636871097149184,0.6461710333824158,0.6309431021044427,0.6675
15,0.6624361535858012,0.6443325281143188,0.6305533904910366,0.67
16,0.661339496692827,0.6427168250083923,0.6309431021044427,0.6725
17,0.6605537029698967,0.6412809491157532,0.6297739672642245,0.6725
18,0.6598005391895446,0.6400530338287354,0.6325019485580671,0.6725
19,0.6592718910074569,0.6390032172203064,0.6309431021044427,0.67
20,0.6587934454065324,0.6381500363349915,0.6301636788776306,0.67
21,0.658346526435085,0.6374662518501282,0.6293842556508183,0.67
22,0.6579810668506013,0.6368759274482727,0.6293842556508183,0.675
23,0.6576482072902302,0.6363406181335449,0.6305533904910366,0.6775
24,0.6573667578741803,0.6358665823936462,0.6317225253312548,0.675
25,0.6570836218743239,0.6354597210884094,0.6313328137178488,0.675
26,0.6568408189392239,0.635084331035614,0.6313328137178488,0.675
27,0.6565661821528886,0.6347751021385193,0.6309431021044427,0.6775
28,0.6563269124770666,0.6345069408416748,0.6289945440374123,0.675
29,0.6561118943655946,0.6342951655387878,0.6262665627435697,0.675
30,0.6558413838652642,0.6341263055801392,0.6258768511301637,0.675
31,0.6556328881651,0.6339792013168335,0.6278254091971941,0.675
32,0.6553817749580925,0.6338669061660767,0.6289945440374123,0.6725
33,0.6551607692511121,0.6338236927986145,0.627435697583788,0.6725
34,0.6549355458302695,0.6338443160057068,0.6262665627435697,0.6725
35,0.654703747176232,0.6339308023452759,0.6286048324240062,0.6725
36,0.6545106919129565,0.6341079473495483,0.6286048324240062,0.675
37,0.6543620900074579,0.634308934211731,0.6289945440374123,0.675
38,0.6542130752364268,0.6344992518424988,0.6321122369446609,0.6775
